#Claim Number,Claim Occurrence 1,Claim Occurrence 2,Borough,Date Occurred,Date Claimed,Amount,name,longitude,latitude
2013PI019485,560 BLAKE AV,,BROOKLYN,5/21/2013,,,2013PI019485,-73.897503,40.666783
2013PI019752,120 SCHERMERHORN ST,,BROOKLYN,5/15/2013,,,2013PI019752,-73.988964,40.689719
2013PI020193,192-07  119 AV,,QUEENS,7/5/2013,,,2013PI020193,-73.757818,40.689891
2013PI020212,369 ASHFORD ST,,BROOKLYN,6/22/2013,,,2013PI020212,-73.884724,40.673224
2014PI000315,81-17 102 RD,,QUEENS,12/13/2013,,,2014PI000315,-73.856699,40.679942
2014PI000411,450 CBE,48 PCT,BRONX,10/13/2013,,,2014PI000411,-73.900505,40.843901
2013PI020534,UNION AV & E 165 ST,,BRONX,8/5/2013,,,2013PI020534,-73.901177,40.824398
2013PI020747,516 W 143 ST,,MANHATTAN,7/24/2013,,,2013PI020747,-73.950266,40.824419
2013PI020799,35 AV & 90 ST,,QUEENS,6/15/2013,,,2013PI020799,-73.877249,40.752575
2014PI001114,18 W HOUSTON ST,,MANHATTAN,10/10/2013,,,2014PI001114,-73.996989,40.725899
2014PI001115,18 W HOUSTON ST,,MANHATTAN,10/10/2013,,,2014PI001115,-73.996989,40.725899
2014PI001175,CHAMBERS ST,CENTRE ST,MANHATTAN,11/8/2013,,,2014PI001175,-74.00406,40.713144
2014PI001218,104-56  124 ST,,QUEENS,12/4/2013,,,2014PI001218,-73.819622,40.686222
2014PI001372,462 1 AV,,MANHATTAN,11/5/2013,,,2014PI001372,-73.975268,40.738678
2014PI001544,395 LIVONIA AV,,BROOKLYN,10/25/2013,,,2014PI001544,-73.903927,40.66409
2014PI008485,1335 AVE OF THE AMERICAS,,MANHATTAN,12/31/2013,,,2014PI008485,-73.979721,40.762457
2014PI001572,4159 BWAY,,MANHATTAN,10/31/2013,,,2014PI001572,-73.938741,40.846788
2014PI001983,220 E 197 ST,,BRONX,9/13/2013,,,2014PI001983,-73.891211,40.868971
2013PI022460,140 CRESCENT AV,,STATEN ISLAND,6/15/2013,,,2013PI022460,-74.085981,40.642527
2013PI022501,BRONXWOOD AV & E 227 ST,,BRONX,8/15/2013,,,2013PI022501,-73.853937,40.887396
2013PI022558,2007 SURF AV,,BROOKLYN,8/13/2013,,,2013PI022558,-73.987266,40.575418
2013PI022704,1151 ELDER AV,,BRONX,6/2/2013,,,2013PI022704,-73.879207,40.827476
2013PI022713,1151 ELDER AV,,BRONX,6/2/2013,,,2013PI022713,-73.879207,40.827476
2013PI022726,390 HINSDALE ST,,BROOKLYN,6/9/2013,,,2013PI022726,-73.899333,40.665445
2013PI022731,562 W 171 ST,,MANHATTAN,6/1/2013,,,2013PI022731,-73.937885,40.842443
2014PI002023,2231 BATCHELDER ST,,BROOKLYN,11/8/2013,,,2014PI002023,-73.937007,40.59759
2014PI002050,348 W 44 ST,,MANHATTAN,12/19/2013,,,2014PI002050,-73.991035,40.759217
2014PI002096,315 SUTTER AV,,BROOKLYN,11/13/2013,,,2014PI002096,-73.908387,40.667942
2014PI002130,AVE X & NOSTRAND AV,,BROOKLYN,12/6/2013,,,2014PI002130,-73.940611,40.593815
2014PI002193,1321 DINSMORE AV,,QUEENS,10/27/2013,,,2014PI002193,-73.749005,40.604473
2014PI002195,151 W 34 ST,,MANHATTAN,10/26/2013,,,2014PI002195,-73.989167,40.750853
2013PI023088,MANHATTAN AV,NOBLE ST,BROOKLYN,7/2/2013,,,2013PI023088,-73.95366,40.728832
2013PI023089,21 AV,84 ST,BROOKLYN,6/6/2013,,,2013PI023089,-73.994848,40.604445
2013PI023090,21 AV,84 ST,BROOKLYN,6/6/2013,,,2013PI023090,-73.994848,40.604445
2013PI023871,3713 104 ST,,QUEENS,8/18/2013,3/5/2014,22500,2013PI023871,-73.863078,40.753139
2013PI023922,42 ST,7 AV,MANHATTAN,9/13/2013,,,2013PI023922,-73.98695,40.756044
2014PI002761,333 GEORGIA AV,,BROOKLYN,11/7/2013,,,2014PI002761,-73.896431,40.668017
2014PI002772,654 KINGSBOROUGH 6 WK,,BROOKLYN,12/27/2013,,,2014PI002772,-73.924842,40.675689
2014PI002798,E 182 ST,GRAND CONCOURSE,BRONX,1/19/2013,,,2014PI002798,-73.900779,40.856055
2013PI024122,875 BOYNTON AV,,BRONX,6/20/2013,,,2013PI024122,-73.878211,40.820478
2013PI024127,1387 JESUP AV,,BRONX,6/18/2013,,,2013PI024127,-73.921366,40.840755
2013PI024478,VAN SICLEN AV,ATLANTIC AV,BROOKLYN,8/21/2013,,,2013PI024478,-73.891273,40.676439
2013PI028801,902 LIVONIA AV,,BROOKLYN,10/11/2013,,,2013PI028801,-73.883579,40.666166
2013PI029038,97 E 165 ST,,BRONX,10/11/2013,,,2013PI029038,-73.921796,40.831673
2013PI029066,2225 LACOMBE AV,,BRONX,4/19/2013,5/12/2014,9000,2013PI029066,-73.846231,40.818157
2013PI029071,275 LIVONIA AV,,BROOKLYN,8/23/2013,,,2013PI029071,-73.907265,40.663599
2013PI029075,275 LIVONIA AV,,BROOKLYN,8/23/2013,,,2013PI029075,-73.907265,40.663599
2014PI004122,PARK AV,MARCUS GARVEY BL,BROOKLYN,12/7/2013,,,2014PI004122,-73.941153,40.698549
2014PI004123,BROADWAY,MYRTLE AV,BROOKLYN,12/7/2013,,,2014PI004123,-73.935225,40.696995
2013PI021010,79 LORRAINE ST,,BROOKLYN,5/11/2013,,,2013PI021010,-74.004533,40.674838
2013PI021281,56-10 BEACH CHANNEL DR,,QUEENS,7/13/2013,,,2013PI021281,-73.78646,40.596292
2013PI021394,1231 MADISON AV,,MANHATTAN,7/8/2013,,,2013PI021394,-73.957277,40.782496
2013PI029106,123 E 129 ST,,MANHATTAN,3/12/2013,,,2013PI029106,-73.935916,40.807479
2013PI029170,LIBERTY AV,AUTUMN AV,BROOKLYN,8/10/2013,,,2013PI029170,-73.868855,40.678452
2014PI004135,MATTHEWS AVE,BRADY AVE,BRONX,8/6/2013,,,2014PI004135,-73.863,40.852333
2014PI012259,AVE X & BEDFORD AV,,BROOKLYN,4/4/2013,,,2014PI012259,-73.945375,40.593288
2013PI022081,937 E 56 ST,,BROOKLYN,6/6/2013,,,2013PI022081,-73.920852,40.634956
2013PI022082,937 E 56 ST,,BROOKLYN,5/22/2013,,,2013PI022082,-73.920852,40.634956
2013PI022100,445 BEACH 51 ST,,QUEENS,7/6/2013,,,2013PI022100,-73.783319,40.596487
2013PI030061,138 HOLLAND AV,,STATEN ISLAND,8/25/2013,,,2013PI030061,-74.171498,40.636604
2013PI030093,WESTCHESTER AV,COLONIAL AV,BRONX,10/4/2013,,,2013PI030093,-73.827817,40.85261
2013PI030134,320 JAY ST,,BROOKLYN,11/4/2013,,,2013PI030134,-73.987697,40.69461
2014PI005269,68-40 AUSTIN ST,,QUEENS,12/10/2013,,,2014PI005269,-73.851474,40.722364
2013PI030310,219 BEACH 59 ST,,QUEENS,8/27/2013,,,2013PI030310,-73.78941,40.592716
2013PI030670,2041 PACIFIC ST,APT 3C,BROOKLYN,9/22/2013,,,2013PI030670,-73.920042,40.676267
2013PI031244,2044 BOSTON RD,,BRONX,10/10/2013,,,2013PI031244,-73.878829,40.840719
2013PI031360,125-17 ROCKAWAY BLVD,,QUEENS,9/28/2013,,,2013PI031360,-73.81221,40.675604
2013PI031373,453 W 17 ST,,MANHATTAN,6/22/2013,,,2013PI031373,-74.006133,40.744014
2014PI013111,WASHINGTON ST,W 12 ST,MANHATTAN,5/4/2013,,,2014PI013111,-74.008207,40.737561
2014PI013459,85 TOMPKINS AV,APT 3D,BROOKLYN,1/22/2013,,,2014PI013459,-73.94515,40.696967
2013PI023221,FREDERICK DOUGLAS BL,136 ST,MANHATTAN,8/14/2013,,,2013PI023221,-73.946055,40.817184
2013PI023268,1931 MADISON AV,,MANHATTAN,6/8/2013,,,2013PI023268,-73.940798,40.80508
2013PI031380,47 ST & BWAY,,MANHATTAN,9/21/2013,,,2013PI031380,-73.985104,40.759414
2013PI031501,342 ELDERT ST,#307,BROOKLYN,11/12/2013,,,2013PI031501,-73.905846,40.693727
2013PI031629,49-21 ROOSEVELT AV,,QUEENS,9/15/2013,,,2013PI031629,-73.915556,40.743247
2014PI006006,997 E 179 ST,,BRONX,12/4/2013,,,2014PI006006,-73.879429,40.842564
2014PI006071,923 SIMPSON ST,,BRONX,12/4/2013,,,2014PI006071,-73.893219,40.820751
2014PI006143,2460 DAVIDSON AV,,BRONX,12/11/2013,,,2014PI006143,-73.901712,40.863134
2013PI024695,3 AV & 52 ST,,BROOKLYN,7/10/2013,,,2013PI024695,-74.015749,40.646568
2013PI031980,194-07 LINDEN BL,,QUEENS,9/19/2013,,,2013PI031980,-73.757499,40.693247
2013PI031981,976 TINTON AV,,BRONX,9/14/2013,,,2013PI031981,-73.902425,40.823485
2013PI031992,CHURCH AV,FLATBUSH AV,BROOKLYN,9/10/2013,,,2013PI031992,-73.958709,40.650396
2013PI032420,2851 HEATH AV,,BRONX,10/16/2013,,,2013PI032420,-73.904046,40.874269
2013PI032429,2545 GUNTHER AV,MIDDLE SCHOOL 144,BRONX,11/13/2013,,,2013PI032429,-73.83653,40.863848
2013PI019893,518 E 138 ST,,BRONX,5/8/2013,,,2013PI019893,-73.918968,40.807161
2013PI020127,2380 RYER AV,APT 4B,BRONX,4/13/2013,,,2013PI020127,-73.897821,40.859341
2013PI027730,475 W 145 ST,,MANHATTAN,7/18/2013,,,2013PI027730,-73.946446,40.825059
2013PI027742,22 RUMPLER CT,,STATEN ISLAND,7/24/2013,,,2013PI027742,-74.142629,40.625533
2013PI027962,1585 WASHINGTON AV,,BRONX,8/28/2013,,,2013PI027962,-73.902672,40.839569
2013PI028032,2000 DALY AV,,BRONX,10/28/2013,,,2013PI028032,-73.88279,40.842765
2014PI003153,9 METROTECH CENTER,,BROOKLYN,11/6/2013,,,2014PI003153,-73.98469,40.694498
2014PI009876,727 8 AV,,MANHATTAN,10/14/2013,,,2014PI009876,-73.988396,40.759779
2014PI010325,451 KINGSTON AV,APT C4,BROOKLYN,7/12/2013,,,2014PI010325,-73.942294,40.66326
2014PI017395,JEROME AV,W 192 ST,BRONX,8/1/2013,,,2014PI017395,-73.898874,40.865591
2013PI019942,957 KELLY ST,,BRONX,5/8/2013,,,2013PI019942,-73.896166,40.821602
2013PI020023,478 JEFFERSON AV,,BROOKLYN,7/6/2013,6/5/2014,12500,2013PI020023,-73.938829,40.684349
2013PI022262,100 CENTRE ST,,MANHATTAN,6/11/2013,,,2013PI022262,-74.000795,40.716078
2013PI028358,UTICA AV & PRESIDENT ST,,BROOKLYN,10/26/2013,,,2013PI028358,-73.931293,40.667025
2013PI028506,RANDALL AV & COMMONWEALTH,,BRONX,7/13/2013,,,2013PI028506,-73.86475,40.816775
2013PI028649,5 AV & 115 ST,,MANHATTAN,10/1/2013,,,2013PI028649,-73.946976,40.79997
2013PI028663,759 E 105 ST,APT #2B,BROOKLYN,10/30/2013,,,2013PI028663,-73.89446,40.64898
2013PI028687,132 ST,PARK AV,MANHATTAN,9/19/2013,,,2013PI028687,-73.935809,40.809505
2014PI003957,E 174 ST,LONGFELLOW AV,BRONX,11/13/2013,,,2014PI003957,-73.88425,40.836187
2013PI019500,SMITH ST & DOUGLAS,,BROOKLYN,6/2/2013,,,2013PI019500,-73.992624,40.683552
2013PI021315,1035 HALL PL,,BRONX,3/13/2013,,,2013PI021315,-73.898145,40.824505
2013PI021320,380 E 154 ST,,BRONX,8/2/2013,,,2013PI021320,-73.91707,40.819544
2013PI028735,379 ROCKAWAY PY,BSMT,BROOKLYN,8/15/2013,,,2013PI028735,-73.916982,40.6588
2013PI028765,751 GERARD AV,,BRONX,9/10/2013,,,2013PI028765,-73.926631,40.82521
2013PI028818,3408 JEROME AV,,BRONX,6/10/2013,,,2013PI028818,-73.882986,40.880793
2013PI028851,2933 GRAND CO,,BRONX,10/31/2013,,,2013PI028851,-73.888657,40.872037
2013PI028919,5 AV,43 ST,MANHATTAN,10/26/2013,,,2013PI028919,-73.980395,40.754162
2014PI004482,462 1ST AVE,,MANHATTAN,11/18/2013,,,2014PI004482,-73.975268,40.738678
2014PI004634,AVENUE P & KIMBALL ST,,BROOKLYN,5/22/2013,,,2014PI004634,-73.935738,40.618148
2014PI017884,861 E 163 ST,,BRONX,12/20/2013,,,2014PI017884,-73.899811,40.822261
2014PI018002,MARCY AV,MYRTLE AV,BROOKLYN,5/14/2013,,,2014PI018002,-73.949208,40.695385
2013PI021666,BELMONT AV & 176  ST,,BRONX,6/6/2013,5/13/2014,1500,2013PI021666,-73.893301,40.844315
2013PI021748,E 98 ST,CHURCH AV,BROOKLYN,6/14/2013,,,2013PI021748,-73.91378,40.656791
2013PI029059,UNION ST & PORTAL ST,,BROOKLYN,8/10/2013,3/24/2014,12500,2013PI029059,-73.924689,40.667476
2013PI029345,203 THOMAS BOYLAND ST,HERKIMER ST,BROOKLYN,9/25/2013,,,2013PI029345,-73.913451,40.677459
2013PI029404,4013 VERNON BL,,QUEENS,10/25/2013,,,2013PI029404,-73.945786,40.756748
2013PI029595,ATLANTIC AV,VAN SICLEN AV,BROOKLYN,8/21/2013,,,2013PI029595,-73.891273,40.676439
2014PI004721,E 21 ST,BEVERLY RD,BROOKLYN,12/30/2013,,,2014PI004721,-73.958979,40.644975
2014PI012222,SHEPHERD AV,DUMONT AV,BROOKLYN,4/13/2013,,,2014PI012222,-73.879412,40.66853
2014PI019108,1514 METROPOLITAN AV,,BRONX,11/16/2013,,,2014PI019108,-73.85656,40.838346
2013PI019885,65 TOMPKINS AV,,BROOKLYN,4/28/2013,,,2013PI019885,-73.94515,40.696967
2013PI020462,6807 5 AV,,BROOKLYN,7/12/2013,,,2013PI020462,-74.020599,40.633766
2013PI020539,WEBSTER AV & E 184 ST,E 187 ST,BRONX,8/3/2013,12/19/2013,17500,2013PI020539,-73.895265,40.856753
2013PI029655,1006 BOYNTON AV,,BRONX,11/7/2013,,,2013PI029655,-73.87699,40.824251
2013PI029659,2605 BAINBRIDGE AV,,BRONX,9/12/2013,,,2013PI029659,-73.892524,40.864424
2013PI029759,3764 BRONX BL,,BRONX,10/31/2013,,,2013PI029759,-73.865929,40.883972
2013PI029771,ATLANTIC AV,VAN SICLEN AV,BROOKLYN,8/21/2013,,,2013PI029771,-73.891273,40.676439
2013PI029840,84-21 CHAPIN PKWY,,QUEENS,11/15/2013,,,2013PI029840,-73.799475,40.71432
2013PI030031,59 CHESTER ST,,BROOKLYN,8/29/2013,5/21/2014,25000,2013PI030031,-73.911596,40.670352
2014PI005249,1268 CLAY AV,,BRONX,11/23/2013,,,2014PI005249,-73.909558,40.833753
2014PI019685,32 ST,BROADWAY,MANHATTAN,10/29/2013,,,2014PI019685,-73.988178,40.748298
2013PI020489,1750 E 172 ST,,BRONX,7/20/2013,,,2013PI020489,-73.868881,40.832421
2013PI020491,578 SOUTHERN BLVD,,BRONX,6/22/2013,,,2013PI020491,-73.902871,40.812495
2013PI020496,1695 BOONE AV,,BRONX,6/9/2013,,,2013PI020496,-73.884147,40.835163
2013PI020902,1501 UNDERCLIFF AV,,BRONX,5/15/2013,,,2013PI020902,-73.924316,40.846118
2013PI021682,2729 MILES AV,,BRONX,5/18/2013,,,2013PI021682,-73.82305,40.817014
2013PI030054,HERKIMER ST,ALBANY AV,BROOKLYN,9/9/2013,,,2013PI030054,-73.938509,40.679043
2013PI030273,106-16 159 ST,,QUEENS,10/21/2013,,,2013PI030273,-73.796535,40.698057
2013PI030370,2026 LEX AV,,MANHATTAN,9/13/2013,,,2013PI030370,-73.938394,40.803465
2013PI030474,410 GRAND ST,,MANHATTAN,9/15/2013,,,2013PI030474,-73.986037,40.716338
2013PI030483,531 E 8 ST,,BROOKLYN,9/22/2013,,,2013PI030483,-73.970114,40.637005
2013PI030687,150-21 115 AV,,QUEENS,10/29/2013,,,2013PI030687,-73.79216,40.685357
2013PI030723,E TREMONT AV,180 ST,BRONX,10/30/2013,,,2013PI030723,-73.870096,40.839254
2014PI006161,E 16 ST,KINGS HY,BROOKLYN,12/19/2013,,,2014PI006161,-73.957406,40.609139
2013PI022788,146 ST & 3 AV,COLLEGE AV,BRONX,5/29/2013,,,2013PI022788,-73.920349,40.814636
2013PI023000,125-01 QUEENS BL,,QUEENS,6/24/2013,,,2013PI023000,-73.825646,40.712853
2013PI023072,650 E 231 ST,,BRONX,5/21/2013,,,2013PI023072,-73.860093,40.892438
2013PI030823,53 E 182 ST,,BRONX,11/18/2013,,,2013PI030823,-73.903283,40.85707
2014PI006374,GRANT AV & 169 ST,,BRONX,12/23/2013,,,2014PI006374,-73.913794,40.835609
2014PI006405,11 E 183 ST,,BRONX,12/12/2013,,,2014PI006405,-73.903281,40.858733
2014PI006494,2575 CONEY ISLAND AV,,BROOKLYN,12/8/2013,,,2014PI006494,-73.960415,40.594145
2014PI013257,1560 BWAY,,MANHATTAN,9/26/2013,,,2014PI013257,-73.98448,40.758585
2014PI013408,116 W 139 ST,,MANHATTAN,6/5/2013,,,2014PI013408,-73.940325,40.816962
2013PI023127,HOLLIS AV & 205 ST,,QUEENS,8/3/2013,,,2013PI023127,-73.752821,40.706974
2013PI023135,1513 TAYLOR AV,,BRONX,6/5/2013,,,2013PI023135,-73.866723,40.838007
2013PI023343,4410 WHITE PLAINS RD,,BRONX,7/22/2013,,,2013PI023343,-73.853706,40.898682
2013PI023372,894 ROGERS PL,,BRONX,6/8/2013,,,2013PI023372,-73.897581,40.820467
2013PI023525,738 WILLIAMS AV,,BROOKLYN,7/10/2013,,,2013PI023525,-73.896317,40.657419
2013PI023682,2695 WEBSTER AV,,BRONX,8/9/2013,,,2013PI023682,-73.888334,40.864094
2013PI031251,CONCOURSE VILLAGE E,E 156 ST,BRONX,7/16/2013,,,2013PI031251,-73.920062,40.822678
2013PI031422,1280 ST JOHNS PL,,BROOKLYN,9/6/2013,,,2013PI031422,-73.935547,40.670541
2013PI023775,132 ST,PARK AV,MANHATTAN,8/14/2013,,,2013PI023775,-73.935809,40.809505
2013PI023791,JAMAICA AV,165 ST,QUEENS,6/12/2013,,,2013PI023791,-73.794896,40.705468
2013PI023874,E 183 ST & CRESTON AV,,BRONX,6/18/2013,,,2013PI023874,-73.900939,40.857768
2013PI031749,15 E 199 ST,,BRONX,9/10/2013,,,2013PI031749,-73.888982,40.872106
2013PI031865,218 W 108 ST,,MANHATTAN,9/10/2013,,,2013PI031865,-73.965959,40.802005
2013PI031927,3450 KINGSBRIDGE AV,,BRONX,10/14/2013,6/24/2014,15000,2013PI031927,-73.902333,40.883383
2013PI032274,626 ROSEDALE AV,,BRONX,10/11/2013,,,2013PI032274,-73.865579,40.817437
2013PI032275,626 ROSEDALE AV,,BRONX,10/11/2013,,,2013PI032275,-73.865579,40.817437
2014PI007129,233 ST,KINGSBRIDGE AV,BRONX,11/29/2013,,,2014PI007129,-73.904835,40.881609
2014PI014503,50 E 172 ST,,BRONX,2/22/2013,,,2014PI014503,-73.915235,40.841728
2013PI024038,659 E 229 ST,,BRONX,7/22/2013,,,2013PI024038,-73.860276,40.891318
2013PI024161,1521 SHERIDAN AV,,BRONX,8/20/2013,,,2013PI024161,-73.911618,40.841179
2013PI024172,101 W 165 ST,,BRONX,5/18/2013,,,2013PI024172,-73.927084,40.834227
2013PI024318,2501 HOLLAND AV,,BRONX,8/21/2013,,,2013PI024318,-73.865938,40.863439
2013PI024346,THROOP AV,WILLOUGHBY AV,BROOKLYN,6/22/2013,,,2013PI024346,-73.943244,40.694567
2013PI032407,149 ST,3 AV,BRONX,9/28/2013,,,2013PI032407,-73.917689,40.816089
2013PI032587,1410 GRAND CONCOURSE,,BRONX,10/11/2013,,,2013PI032587,-73.913034,40.838987
2013PI032713,140 HAMILTON AV,,BROOKLYN,11/23/2013,,,2013PI032713,-74.006549,40.68179
2013PI032722,1050 ANDERSON AV,,BRONX,11/19/2013,,,2013PI032722,-73.925939,40.833257
2013PI024969,129-06 LIBERTY AV,,QUEENS,6/23/2013,,,2013PI024969,-73.815918,40.689169
2013PI024970,129-06 LIBERTY AV,,QUEENS,6/23/2013,,,2013PI024970,-73.815918,40.689169
2013PI024971,183 ST,ST NICHOLAS AV,MANHATTAN,9/8/2013,,,2013PI024971,-73.932864,40.850515
2013PI024975,1056 BOYNTON AV,BSMT,BRONX,9/8/2013,,,2013PI024975,-73.877295,40.82589
2013PI025167,COURTLAND AV & E 151 ST,,BRONX,8/4/2013,,,2013PI025167,-73.9189,40.817975
2013PI032730,116 AV,196 ST,QUEENS,6/23/2013,,,2013PI032730,-73.756425,40.695034
2013PI032766,1836 WATSON AV,APT 4B,BRONX,11/8/2013,,,2013PI032766,-73.864173,40.826828
2014PI000295,W KINGSBRIDGE RD,UNIVERSITY AV,BRONX,9/5/2013,,,2014PI000295,-73.901068,40.868291
2014PI000354,592 OAK TE,,BRONX,8/7/2013,,,2014PI000354,-73.914945,40.808874
2014PI000358,1505 PARK AV,,MANHATTAN,11/9/2013,,,2014PI000358,-73.945409,40.794793
2014PI008330,10 AV,W 14 ST,MANHATTAN,12/13/2013,,,2014PI008330,-74.008204,40.742156
2014PI000424,719 KINGSBOROUGH 7 WALK,,BROOKLYN,11/12/2013,,,2014PI000424,-73.921226,40.675711
2014PI000468,2104 BRONX PARK EAST,,BRONX,10/12/2013,,,2014PI000468,-73.868723,40.854022
2014PI000799,2835 DECATUR AV,,BRONX,10/18/2013,,,2014PI000799,-73.885686,40.867368
2014PI000809,175 ST,MONROE AV,BRONX,12/6/2013,,,2014PI000809,-73.906482,40.846742
2013PI026091,425 MAIN ST,,MANHATTAN,8/4/2013,,,2013PI026091,-73.953098,40.758648
2013PI026142,E 105 ST,GLENWOOD RD,BROOKLYN,10/5/2013,,,2013PI026142,-73.896345,40.649034
2014PI000936,49 CROWN ST,,BROOKLYN,11/28/2013,,,2014PI000936,-73.959791,40.667617
2014PI001468,73 AV ^& 199 ST,,QUEENS,10/11/2013,,,2014PI001468,-73.773552,40.736081
2014PI001470,938 INTERVALE AV,,BRONX,12/17/2013,,,2014PI001470,-73.896587,40.82073
2014PI002190,645 E 220 ST,,BRONX,10/29/2013,,,2014PI002190,-73.863946,40.884785
2014PI009255,MORRIS AV,161 ST,BRONX,12/16/2013,,,2014PI009255,-73.918461,40.825586
2014PI009261,E 179 ST,MAPES AV,BRONX,12/21/2013,,,2014PI009261,-73.886747,40.845212
2013PI027848,3005 STEINWAY ST,,QUEENS,8/3/2013,,,2013PI027848,-73.91505,40.763506
2013PI027856,BRONXWOOD AV,GUN HILL RD,BRONX,9/12/2013,,,2013PI027856,-73.860515,40.875504
2013PI028006,1306 ATLANTIC AV,,BROOKLYN,8/28/2013,,,2013PI028006,-73.949412,40.678227
2013PI028011,1306 ATLANTIC AV,,BROOKLYN,8/28/2013,,,2013PI028011,-73.949412,40.678227
2013PI028014,1306 ATLANTIC AV,,BROOKLYN,8/28/2013,,,2013PI028014,-73.949412,40.678227
2013PI028028,525 E 145 ST,,BRONX,10/6/2013,,,2013PI028028,-73.915042,40.812428
2014PI005511,PARKSIDE AV & BEDFORD AV,,BROOKLYN,11/22/2013,,,2014PI005511,-73.956389,40.655882
2014PI006007,997 E 179 ST,,BRONX,12/4/2013,,,2014PI006007,-73.879429,40.842564
2014PI014064,806 MIDWOOD ST,APT 2C,BROOKLYN,2/4/2013,,,2014PI014064,-73.933054,40.660867
2013PI028772,E 138 ST & 3 AV,,BRONX,11/3/2013,,,2013PI028772,-73.927145,40.810957
2014PI006027,116 AV,155 ST,QUEENS,11/24/2013,,,2014PI006027,-73.789731,40.683791
2013PI025580,166 ST,AMSTERDAM AV,MANHATTAN,7/7/2013,,,2013PI025580,-73.937783,40.838696
2013PI025582,1730 HARRISON AV,,BRONX,7/11/2013,,,2013PI025582,-73.913935,40.849621
2013PI031933,330 W 42 ST,,MANHATTAN,12/6/2013,,,2013PI031933,-73.991598,40.757532
2013PI028962,350 SAINT MARKS PL,,STATEN ISLAND,10/5/2013,,,2013PI028962,-74.07825,40.641284
2013PI028996,3 AV,E 149 ST,BRONX,10/15/2013,,,2013PI028996,-73.917689,40.816089
2013PI028998,CLAY AV,E 170 ST,BRONX,10/31/2013,,,2013PI028998,-73.907981,40.837186
2013PI029079,275 LIVONIA AV,,BROOKLYN,8/23/2013,,,2013PI029079,-73.907265,40.663599
2013PI029100,1773 VYSE AV,,BRONX,10/2/2013,,,2013PI029100,-73.885932,40.837353
2013PI029326,1880 CARTER AV,,BRONX,9/1/2013,,,2013PI029326,-73.901468,40.847495
2013PI029405,4013 VERNON BL,,QUEENS,10/25/2013,,,2013PI029405,-73.945786,40.756748
2013PI029429,3026 BRIGHTON 7 ST,,BROOKLYN,6/6/2013,,,2013PI029429,-73.961363,40.579107
2013PI029458,1731 HARRISON AV,,BRONX,8/29/2013,,,2013PI029458,-73.914625,40.849827
2014PI006330,SOUTHERN BL,E 163 ST,BRONX,12/11/2013,,,2014PI006330,-73.891615,40.820994
2014PI006510,445 E 51 ST,,BROOKLYN,4/22/2013,,,2014PI006510,-73.928981,40.650813
2013PI018720,E 197 ST,VALENTINE AV,BRONX,5/8/2013,,,2013PI018720,-73.890546,40.868814
2013PI019120,1741 RANDALL AV,,BRONX,5/18/2013,,,2013PI019120,-73.865494,40.816874
2013PI023547,BURNSIDE AV,ANDREWS AV,BRONX,8/8/2013,,,2013PI023547,-73.91385,40.85382
2013PI021911,1625 KIMBALL ST,,BROOKLYN,5/20/2013,,,2013PI021911,-73.934938,40.617764
2013PI029647,160-11 89 AV,,QUEENS,9/27/2013,,,2013PI029647,-73.800376,40.706438
2013PI029688,46-29 190 ST,,QUEENS,1/7/2013,,,2013PI029688,-73.789506,40.751661
2013PI029692,LAFAYETTE AV,BEACH AV,BRONX,8/21/2013,,,2013PI029692,-73.863884,40.821278
2013PI029853,1420 GRAND CO,,BRONX,9/19/2013,,,2013PI029853,-73.91268,40.839284
2014PI006713,731 E 215 ST,,BRONX,8/21/2013,,,2014PI006713,-73.863112,40.880398
2014PI006739,205 E 17 ST,,BROOKLYN,8/2/2013,,,2014PI006739,-73.963051,40.645814
2014PI006943,671 WESTCHESTER AV,,BRONX,11/7/2013,,,2014PI006943,-73.908073,40.817514
2013PI021220,598 177 ST,,MANHATTAN,7/16/2013,,,2013PI021220,-73.935459,40.846416
2013PI029977,ALBANY AV & HERKIMER ST,,BROOKLYN,9/9/2013,,,2013PI029977,-73.938509,40.679043
2013PI030006,433 LAFAYETTE AV,,BROOKLYN,8/28/2013,,,2013PI030006,-73.958678,40.689789
2013PI030007,SACKMAN ST,FULTON ST,BROOKLYN,11/1/2013,,,2013PI030007,-73.905973,40.678022
2013PI030017,509 W 159 ST,,MANHATTAN,10/4/2013,,,2013PI030017,-73.941462,40.834504
2013PI030020,W 150 ST,MACOMBS PL,MANHATTAN,8/25/2013,,,2013PI030020,-73.939353,40.825906
2013PI030022,W 150 ST,MACOMBS PL,MANHATTAN,8/25/2013,,,2013PI030022,-73.939353,40.825906
2013PI030164,BROADWAY & DONGAN PL,,MANHATTAN,8/24/2013,,,2013PI030164,-73.930027,40.863432
2014PI007442,727 7 AV,,MANHATTAN,12/16/2013,,,2014PI007442,-73.98366,40.760001
2014PI007495,2940 W 21 ST,,BROOKLYN,12/20/2013,,,2014PI007495,-73.98831,40.57538
2014PI016122,E 161 ST,SHERIDAN AV,BRONX,12/9/2013,,,2014PI016122,-73.921156,40.826406
2013PI018223,JEROME AV,BURNSIDE AV,BRONX,4/14/2013,,,2013PI018223,-73.907333,40.853824
2013PI019431,116-118 10 AV,,MANHATTAN,7/11/2013,,,2013PI019431,-74.006396,40.744088
